1,0.7306548,0.4365934,0.6554307,0.712766,0.8333333,0.8989501,199306
2,0.6959086,0.4365934,0.6333333,0.6842105,0.7708333,0.8989501,199311
3,0.6710957,0.4416661,0.625,0.6691729,0.7109189,0.8842105,199406
4,0.6714062,0.4154135,0.6347271,0.6689453,0.7116105,0.8721805,199411
5,0.7193925,0.4664063,0.6804794,0.7135417,0.7708333,0.839895,199506
6,0.7106478,0.5197656,0.676709,0.7042952,0.7511737,0.8706294,199511
7,0.7335637,0.5318145,0.6944444,0.7250438,0.7709564,0.9194444,199606
8,0.729756,0.5800349,0.689071,0.729245,0.7676282,0.8457341,199611
9,0.7583923,0.5729167,0.7204861,0.7559524,0.7933071,0.95875,199706
10,0.7793289,0.5644587,0.7422976,0.7850197,0.8292308,0.8663636,199711
11,0.7714339,0.5403969,0.7353191,0.7679398,0.8065027,0.8989501,199806
12,0.7468448,0.4632427,0.7003038,0.7358984,0.8041652,0.8916667,199811
13,0.7131893,0.5234375,0.6673828,0.6989986,0.7478836,0.9356061,199906
14,0.7033788,0.5234375,0.6415619,0.6846875,0.7830208,0.9431818,199911
15,0.7131912,0.5234375,0.6401527,0.6833594,0.787908,0.9129167,200006
16,0.7181077,0.5234375,0.6908828,0.7106481,0.7454427,0.8862179,200011
17,0.7058124,0.5563477,0.6772758,0.7069304,0.7304167,0.9413889,200106
18,0.6977649,0.5563477,0.6820473,0.6996857,0.7102273,0.8342014,200111
19,0.6421661,0.4915344,0.6165625,0.6382813,0.6797309,0.8754883,200206
20,0.6598993,0.5128205,0.609375,0.6382813,0.703125,0.8754883,200211
21,0.618076,0.4402669,0.5911429,0.6196845,0.6379464,0.9492188,200306
22,0.6126018,0.4309641,0.5797113,0.6141369,0.6460366,0.8754883,200311
23,0.6064564,0.4379085,0.5799205,0.5978896,0.6185574,0.9482812,200406
24,0.6088565,0.3977941,0.5726149,0.6120302,0.6481999,0.8754883,200411
25,0.6210409,0.47,0.5843393,0.6107265,0.632508,0.9109375,200506
26,0.6178775,0.5263158,0.5689936,0.6060722,0.6429832,0.9022478,200511
27,0.6154466,0.5507956,0.5737537,0.5925255,0.632956,0.9077061,200606
28,0.6405071,0.5794753,0.5997201,0.6145328,0.6497313,0.890918,200611
29,0.6635115,0.5589597,0.6024743,0.6339382,0.711461,0.8956715,200706
30,0.6232622,0.5458333,0.5762587,0.6054093,0.6420171,0.9078064,200711
31,0.6267887,0.5627412,0.5837036,0.5970128,0.6221864,0.850006,200806
32,0.6159679,0.5251736,0.5459101,0.592101,0.6660205,0.843718,200811
33,0.6136822,0.5119524,0.5320279,0.5719057,0.7024807,0.853738,200906
34,0.6333155,0.5280655,0.5520125,0.5981775,0.6897292,0.8771624,200911
35,0.6577715,0.5069279,0.5855978,0.6068473,0.7464086,0.8809456,201006
36,0.675197,0.5069279,0.6149808,0.6330344,0.7370884,0.9221225,201011
37,0.6648668,0.5069279,0.6126058,0.6390535,0.7164507,0.9317045,201106
38,0.6503397,0.5069279,0.5936792,0.6059468,0.7121238,0.9317045,201111
39,0.6521229,0.558679,0.5841612,0.6110139,0.7254851,0.9317045,201206
40,0.6556949,0.5681783,0.5921043,0.6184384,0.7250107,0.9317045,201211
41,0.6421991,0.5076567,0.5959194,0.6180513,0.6731344,0.9317045,201306
42,0.6577602,0.5503937,0.5898394,0.6278618,0.7169649,0.9317045,201311
43,0.6426751,0.5181995,0.5647266,0.6097595,0.7384597,0.9317045,201406
44,0.6580062,0.542816,0.5975702,0.6267006,0.7148784,0.9317045,201411
45,0.6945501,0.6076885,0.648072,0.6737526,0.7310835,0.9317045,201506
46,0.6541755,0.5043956,0.5993468,0.6537254,0.6921717,0.9551111,201511
47,0.6422755,0.512045,0.5968109,0.6315292,0.6818201,0.9317045,201606
48,0.6397289,0.512045,0.5958069,0.6217434,0.6686938,0.8913603,201611
49,0.6387609,0.512045,0.5997312,0.6279355,0.6593364,0.8689254,201706
50,0.6230692,0.512045,0.5827861,0.6030844,0.6605781,0.8563383,201711
51,0.6232814,0.512045,0.5857722,0.6004495,0.6608337,0.9191407,201806
52,0.6175534,0.512045,0.5709179,0.6079844,0.6481128,0.8772141,201811
